"요일별","시간대별","월별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"수","18시-20시","11월","사고건수[건]","건","391","441","432","468","466","514","447","512","448","440","510",
"수","18시-20시","11월","사망자수[명]","명","8","14","12","7","9","10","7","4","4","4","6",
"수","18시-20시","11월","부상자수[명]","명","544","661","613","655","643","755","640","702","630","638","707",
"수","18시-20시","12월","사고건수[건]","건","304","320","533","483","410","375","351","372","534","502","380",
"수","18시-20시","12월","사망자수[명]","명","8","12","17","17","14","7","5","7","2","5","2",
"수","18시-20시","12월","부상자수[명]","명","416","463","817","688","584","505","475","541","700","667","544",
"수","20시-22시","전체","사고건수[건]","건","3435","3227","3672","3478","3119","3096","3087","3181","3086","2879","2704",
"수","20시-22시","전체","사망자수[명]","명","87","76","53","59","52","43","49","45","46","23","29",
"수","20시-22시","전체","부상자수[명]","명","5138","4748","5215","4905","4478","4511","4447","4609","4381","4122","3712",
"수","20시-22시","1월","사고건수[건]","건","225","280","258","222","215","247","306","258","258","307","248",
"수","20시-22시","1월","사망자수[명]","명","7","5","8","3","4","1","5","3","5","2","3",
"수","20시-22시","1월","부상자수[명]","명","341","433","383","328","363","360","433","360","400","418","346",
"수","20시-22시","2월","사고건수[건]","건","288","220","221","219","233","211","295","195","249","268","245",
"수","20시-22시","2월","사망자수[명]","명","7","8","4","5","4","2","1","2","4","1","2",
"수","20시-22시","2월","부상자수[명]","명","432","311","324","310","354","315","440","310","328","398","347",
"수","20시-22시","3월","사고건수[건]","건","271","235","305","298","275","276","258","268","202","251","201",
"수","20시-22시","3월","사망자수[명]","명","6","3","5","1","6","4","3","1","4","1","3",
"수","20시-22시","3월","부상자수[명]","명","400","332","434","436","387","394","367","411","275","358","238",
"수","20시-22시","4월","사고건수[건]","건","301","266","363","324","288","297","228","222","263","220","208",
"수","20시-22시","4월","사망자수[명]","명","11","9","4","9","8","4","4","2","3","4","3",
"수","20시-22시","4월","부상자수[명]","명","436","389","503","447","420","409","351","322","406","310","266",
"수","20시-22시","5월","사고건수[건]","건","359","359","326","267","266","283","305","303","204","183","230",
"수","20시-22시","5월","사망자수[명]","명","9","7","3","8","3","2","6","3","2","0","3",
"수","20시-22시","5월","부상자수[명]","명","510","514","449","371","366","420","442","467","267","278","302",
"수","20시-22시","6월","사고건수[건]","건","282","281","285","249","282","236","229","251","309","292","274",
"수","20시-22시","6월","사망자수[명]","명","6","10","6","9","3","6","3","7","3","5","0",
"수","20시-22시","6월","부상자수[명]","명","429","427","423","340","401","320","317","330","467","409","412",
"수","20시-22시","7월","사고건수[건]","건","301","321","398","354","252","233","232","362","293","225","216",
"수","20시-22시","7월","사망자수[명]","명","9","9","1","4","1","6","4","6","7","3","5",
"수","20시-22시","7월","부상자수[명]","명","426","498","584","500","350","345","342","521","410","322","311",
"수","20시-22시","8월","사고건수[건]","건","365","261","299","276","275","324","294","262","238","220","254",
"수","20시-22시","8월","사망자수[명]","명","5","4","3","2","4","5","4","5","5","1","2",
"수","20시-22시","8월","부상자수[명]","명","590","362","451","389","385","489","417","387","341","320","347",
"수","20시-22시","9월","사고건수[건]","건","240","226","249","391","235","246","250","261","281","268","200",
"수","20시-22시","9월","사망자수[명]","명","4","3","4","6","6","5","5","6","5","2","2",
"수","20시-22시","9월","부상자수[명]","명","351","341","353","522","346","336","378","354","368","364","270",
"수","20시-22시","10월","사고건수[건]","건","335","312","316","271","244","222","246","366","246","193","194",
"수","20시-22시","10월","사망자수[명]","명","14","7","3","1","4","2","6","5","3","3","1",
"수","20시-22시","10월","부상자수[명]","명","500","452","426","388","328","336","347","519","329","273","256",
"수","20시-22시","11월","사고건수[건]","건","250","252","292","298","292","295","246","235","223","191","223",
"수","20시-22시","11월","사망자수[명]","명","5","7","5","6","3","2","4","2","2","0","4",
"수","20시-22시","11월","부상자수[명]","명","373","385","380","437","400","464","348","357","352","273","314",
"수","20시-22시","12월","사고건수[건]","건","218","214","360","309","262","226","198","198","320","261","211",
"수","20시-22시","12월","사망자수[명]","명","4","4","7","5","6","4","4","3","3","1","1",
"수","20시-22시","12월","부상자수[명]","명","350","304","505","437","378","323","265","271","438","399","303",
"수","22시-24시","전체","사고건수[건]","건","3067","2830","3177","2947","2671","2529","2466","2317","2087","2032","1769",
"수","22시-24시","전체","사망자수[명]","명","60","57","69","55","49","50","51","37","38","25","28",
"수","22시-24시","전체","부상자수[명]","명","4794","4348","4898","4438","3998","3743","3703","3431","3056","2944","2524",
"수","22시-24시","1월","사고건수[건]","건","248","269","274","212","215","199","230","192","191","133","119",
"수","22시-24시","1월","사망자수[명]","명","4","3","2","2","2","4","5","4","4","1","2",
"수","22시-24시","1월","부상자수[명]","명","404","421","422","326","356","296","345","269","294","203","181",
"수","22시-24시","2월","사고건수[건]","건","316","176","210","187","197","188","257","131","184","172","100",
"수","22시-24시","2월","사망자수[명]","명","7","5","3","2","2","2","7","5","3","2","2",
"수","22시-24시","2월","부상자수[명]","명","506","271","315","279","309","277","390","199","273","260","132",
"수","22시-24시","3월","사고건수[건]","건","256","218","254","228","244","248","231","214","133","188","174",
"수","22시-24시","3월","사망자수[명]","명","5","5","9","4","8","4","2","2","1","1","4",
"수","22시-24시","3월","부상자수[명]","명","396","340","393","342","349","362","337","293","176","277","251",
"수","22시-24시","4월","사고건수[건]","건","271","223","300","276","277","244","176","180","195","157","156",
"수","22시-24시","4월","사망자수[명]","명","2","1","7","3","5","2","6","1","4","1","4",
"수","22시-24시","4월","부상자수[명]","명","433","369","431","434","408","374","235","273","305","253","223",
"수","22시-24시","5월","사고건수[건]","건","290","280","250","185","235","195","212","190","157","155","147",
"수","22시-24시","5월","사망자수[명]","명","5","2","6","4","2","1","7","5","3","2","1",
"수","22시-24시","5월","부상자수[명]","명","454","443","382","285","332","291","304","295","259","205","203",
"수","22시-24시","6월","사고건수[건]","건","213","240","235","230","245","186","164","201","211","223","174",
"수","22시-24시","6월","사망자수[명]","명","6","7","6","8","5","5","1","5","7","0","4",
"수","22시-24시","6월","부상자수[명]","명","325","333","337","325","361","274","235","301","298","339","231",
"수","22시-24시","7월","사고건수[건]","건","244","303","372","329","204","209","221","253","204","162","153",
"수","22시-24시","7월","사망자수[명]","명","4","7","8","5","3","8","2","3","6","2","3",
"수","22시-24시","7월","부상자수[명]","명","382","455","579","516","328","303","367","353","278","228","196",
"수","22시-24시","8월","사고건수[건]","건","279","215","245","221","225","229","262","207","211","168","181",
"수","22시-24시","8월","사망자수[명]","명","8","7","5","7","5","6","9","1","2","5","1",
"수","22시-24시","8월","부상자수[명]","명","427","318","404","320","313","330","415","310","308","239","295",
"수","22시-24시","9월","사고건수[건]","건","212","198","250","311","141","214","179","171","172","215","133",
"수","22시-24시","9월","사망자수[명]","명","2","4","9","3","2","5","3","2","1","1","3",
"수","22시-24시","9월","부상자수[명]","명","345","297","385","496","215","319","264","264","248","310","184",
"수","22시-24시","10월","사고건수[건]","건","270","266","271","227","171","164","206","260","153","159","124",
"수","22시-24시","10월","사망자수[명]","명","8","5","7","5","1","3","7","5","5","4","1",
"수","22시-24시","10월","부상자수[명]","명","404","398","447","319","262","240","306","375","228","225","168",
"수","22시-24시","11월","사고건수[건]","건","209","235","215","239","272","235","164","164","145","146","162",
"수","22시-24시","11월","사망자수[명]","명","3","7","3","4","8","6","1","1","1","3","3",
"수","22시-24시","11월","부상자수[명]","명","312","370","333","346","416","353","259","239","211","206","238",
"수","22시-24시","12월","사고건수[건]","건","259","207","301","302","245","218","164","154","131","154","146",
"수","22시-24시","12월","사망자수[명]","명","6","4","4","8","6","4","1","3","1","3","0",
"수","22시-24시","12월","부상자수[명]","명","406","333","470","450","349","324","246","260","178","199","222",
"목","00시-02시","전체","사고건수[건]","건","1954","1788","1879","1962","1673","1503","1449","1263","1198","796","909",
"목","00시-02시","전체","사망자수[명]","명","54","43","40","45","36","49","38","37","35","31","26",
"목","00시-02시","전체","부상자수[명]","명","3064","2887","2959","3065","2545","2361","2238","1883","1860","1125","1331",
"목","00시-02시","1월","사고건수[건]","건","157","178","171","208","127","133","124","108","95","38","31",
"목","00시-02시","1월","사망자수[명]","명","4","1","4","3","1","6","1","3","4","1","2",
"목","00시-02시","1월","부상자수[명]","명","240","274","288","335","181","213","208","168","174","55","40",
"목","00시-02시","2월","사고건수[건]","건","152","141","133","135","122","92","144","92","112","70","31",
"목","00시-02시","2월","사망자수[명]","명","3","7","2","5","2","0","5","4","1","2","0",
